"","V1"
"495",8.850546621
"496",10.06406566
"497",9.977429891
"498",6.901575558
"499",10.70073934
"500",10.60210812
"501",10.44405361
"502",8.206851092
"503",13.50079069
"504",9.236658404
"505",9.036397082
"506",6.644191221
"507",9.971121039
"508",8.489105038
"509",9.050093696
"510",8.233731792
"511",8.53309272
"512",8.047308834
"513",11.11509003
"514",8.797093338
"515",8.057300783
"516",13.06565826
"517",10.30951308
"518",11.6210773
"519",9.066390588
"520",10.71011878
"521",11.28429771
"522",5.562870781
"523",8.164866508
"524",8.081371441
"525",7.516112559
"526",10.13389426
"527",10.16884468
"528",10.6296212
"529",9.516354952
"530",10.96995814
"531",10.97183351
"532",8.769496412
"533",14.29992445
"534",11.24630397
"535",11.49356699
"536",12.80762288
"537",10.61623071
"538",12.5022019
"539",15.61032338
"540",11.90286472
"541",9.190574251
"542",8.133198311
"543",5.282249281
"544",9.534098821
"545",10.24564774
"546",10.10415332
"547",9.701720031
"548",9.040060735
"549",12.40011559
"550",10.25239393
"551",6.450756508
"552",11.26789876
"553",9.805393655
"554",11.31406203
"555",8.259795627
"556",7.803348691
"557",7.524600504
"558",13.26658243
"559",10.93306777
"560",9.555574728
"561",7.841490863
"562",7.526514393
"563",13.06164291
"564",6.959068927
"565",9.41887893
"566",8.447254991
"567",6.112135568
"568",9.632013577
"569",8.27905423
"570",10.50578696
"571",10.51700197
"572",8.206025714
"573",10.62483594
"574",6.353716924
"575",7.021352276
"576",8.35117681
"577",6.960779965
"578",10.05227094
"579",9.831657881
"580",9.507692005
"581",14.04315255
"582",9.418421563
"583",8.322607995
"584",13.38417728
"585",10.42976812
"586",9.385743264
"587",8.109250648
"588",8.956886754
"589",11.60214992
"590",9.889113239
"591",9.402436196
"592",7.488326522
"593",10.02404069
"594",11.23765297
"595",8.430290445
"596",11.71154884
"597",6.905096218
"598",10.21413911
"599",11.11716957
"600",8.894685677
"601",7.811437579
"602",9.503565136
"603",6.785883253
"604",6.541936089
"605",6.941629911
"606",9.031861394
"607",9.213285003
"608",9.31624834
"609",10.47981188
"610",9.754215128
"611",9.6335759
"612",11.52704427
"613",10.50815992
"614",8.19195607
"615",9.52956186
"616",9.393139877
"617",10.0698929
"618",9.385034418
"619",5.033607424
"620",7.062370669
"621",9.259478288
"622",7.669913062
"623",7.513045264
"624",10.34855394
"625",7.539793339
"626",9.415361835
"627",9.528654013
"628",12.32032856
"629",9.280614428
"630",13.71844444
"631",8.941597314
"632",9.100753996
"633",7.307019003
"634",12.73555644
"635",12.51847773
"636",10.49371458
"637",9.491176623
"638",9.540422366
"639",11.28697536
"640",8.691006793
"641",10.41319621
"642",7.81247577
"643",9.120008875
"644",5.419929753
"645",10.43017773
"646",9.370407666
"647",10.05508118
"648",7.578704448
"649",12.42756467
"650",8.024008208
"651",9.950901667
"652",7.860285679
"653",9.079558409
"654",8.090823974
"655",11.00559148
"656",11.02449523
"657",7.903987731
"658",11.75085872
"659",6.712686245
"660",10.14226874
"661",10.71983094
"662",11.84823992
"663",6.76589067
"664",8.953449964
"665",10.40691194
"666",14.25941114
"667",10.82008585
"668",6.079183341
"669",11.34668487
"670",12.98761909
"671",10.55105396
"672",9.760937547
"673",12.62775183
"674",11.3607654
"675",12.59766903
"676",9.644664277
"677",6.119312723
"678",8.880094186
"679",9.380294171
"680",13.48100361
"681",6.742133297
"682",10.13288909
"683",8.799357371
"684",10.85439386
"685",6.67376153
"686",8.471630692
"687",10.44064096
"688",10.12072436
"689",5.988395597
"690",9.545642964
"691",9.505914549
"692",12.21597773
"693",11.11181043
"694",8.135254578
"695",8.096937121
"696",10.74840479
"697",8.965601061
"698",7.960748374
"699",6.971637602
"700",12.85576627
"701",8.747960395
"702",10.8076774
"703",7.385549306
"704",7.167680277
"705",10.28919392
"706",11.81818584
"707",10.30301776
"708",9.154095818
"709",9.165460273
"710",7.107812607
"711",9.314622599
"712",11.82450785
"713",12.74947347
"714",7.269211485
"715",10.79546318
"716",13.09848879
"717",9.138424936
"718",10.80219001
"719",10.63442914
"720",7.508598569
"721",8.688347462
"722",10.52122717
"723",8.693346873
"724",10.51729924
"725",9.498723269
"726",10.18279263
"727",8.596996761
"728",5.155271485
"729",9.781313656
"730",9.377385521
"731",9.39375579
"732",9.659992826
"733",11.07667965
"734",7.809145695
"735",9.205802029
"736",9.045459765
"737",8.223175578
"738",12.94816487
"739",9.550129745
"740",10.2339065
"741",8.597275002
"742",10.36993927
"743",5.749023765
"744",9.245878868
"745",6.435195159
"746",8.365331765
"747",11.53106908
"748",12.53595174
"749",9.534907563
"750",9.58870535
"751",9.385353677
"752",8.134038154
"753",6.69930939
"754",8.494587271
"755",7.995762743
"756",9.434916008
"757",9.294682023
"758",9.97899051
"759",10.89176601
"760",12.50080891
"761",8.933947825
"762",9.799294234
"763",7.295342579
"764",4.88343728
"765",10.08672646
"766",10.97142629
"767",7.501360979
"768",9.434413457
"769",11.83850284
"770",8.49033359
"771",8.612061111
"772",10.584603
"773",10.69108153
"774",9.904771072
"775",10.13997483
"776",11.15341695
"777",10.44448563
"778",9.869061257
"779",6.643261489
"780",15.39136792
"781",12.71843985
"782",6.587362891
"783",14.45245749
"784",11.75315465
"785",6.768095366
"786",12.59386048
"787",9.833532331
"788",8.415281085
"789",10.9149486
"790",9.547530157
"791",8.735364898
"792",6.881547307
"793",8.905067433
"794",7.750656828
"795",9.037794606
"796",10.06662351
"797",10.12307427
"798",9.600868122
"799",11.29169001
"800",13.43439001
"801",7.81049416
"802",10.53031557
"803",7.607240854
"804",8.514241877
"805",9.18497193
"806",10.54381386
"807",10.7754618
"808",6.154606296
"809",12.0983984
"810",8.778944567
"811",11.56328085
"812",11.95750923
"813",9.367988737
"814",9.520702319
"815",11.76946803
"816",10.19653083
"817",8.394598483
"818",11.12650754
"819",12.66117181
"820",9.289816609
"821",10.37603986
"822",11.08203735
"823",10.54684874
"824",8.495853242
"825",6.511815472
"826",12.09517172
"827",11.23472606
"828",10.82376957
"829",9.238094775
"830",13.48804318
"831",7.485684756
"832",9.055710277
"833",9.627669056
"834",11.47197387
"835",9.052263839
"836",10.46490887
"837",10.06584776
"838",11.49529124
"839",10.00896298
"840",11.04875931
"841",5.100637694
"842",7.663037413
"843",7.491620996
"844",8.867621584
"845",8.131467874
"846",9.48116449
"847",10.46188867
"848",8.925325672
"849",6.772553671
"850",10.7811766
"851",11.81834966
"852",5.724132145
"853",7.954145158
"854",12.15561642
"855",11.22587335
"856",13.91370959
"857",7.79745313
"858",10.32197901
"859",8.832150627
"860",9.170918151
"861",6.942396595
"862",8.830105624
"863",8.688516157
"864",8.642139691
"865",10.78119911
"866",11.19456047
"867",8.344199447
"868",8.505988097
"869",8.458613058
"870",9.14870766
"871",8.024201796
"872",7.058245371
"873",8.299944714
"874",11.67661583
"875",11.23616549
"876",14.0122725
"877",8.484167965
"878",10.87220608
"879",11.2780749
"880",7.957234452
"881",7.440967806
"882",12.58592566
"883",8.015880905
"884",8.504022115
"885",10.49958301
"886",5.884974304
"887",12.38462042
"888",12.48546357
"889",14.1356866
"890",9.148336884
"891",8.430872469
"892",10.12248525
"893",7.658394048
"894",10.00627478
"895",9.293113763
"896",8.068903217
"897",7.62645985
"898",12.23475697
"899",9.854012044
"900",10.16775768
"901",6.578380751
"902",12.42267699
"903",7.119148
"904",8.544478084
"905",9.085855427
"906",8.768118605
"907",12.49284838
"908",12.99210422
"909",11.50135213
"910",7.328714455
"911",11.5827138
"912",8.86614805
"913",12.18958008
"914",8.68801592
"915",7.195954619
"916",8.403611686
"917",13.19247677
"918",8.350700237
"919",11.90380912
"920",8.796762516
"921",11.63568204
"922",6.770732467
"923",11.60506651
"924",10.720566
"925",9.933121267
"926",9.576615931
"927",4.730438948
"928",8.024444021
"929",11.69383404
"930",5.233538136
"931",7.140175948
"932",11.35872406
"933",8.982182009
"934",5.142291452
"935",8.765418553
"936",6.641722388
"937",6.36410097
"938",6.968741675
"939",9.955041524
"940",10.50308661
"941",8.051912093
"942",9.080322849
"943",8.718101136
"944",8.954547011
"945",7.931114064
"946",10.30601333
"947",11.57877159
"948",11.52528269
"949",12.07552893
"950",11.40844632
"951",10.44547659
"952",12.49114742
"953",11.03689385
"954",11.44414195
"955",12.226392
"956",10.27643284
"957",7.202502553
"958",9.246134277
"959",11.27672809
"960",10.15989698
"961",6.748501693
"962",2.441288481
"963",9.061753167
"964",5.506536611
"965",9.453363735
"966",9.240220452
"967",10.04463719
"968",6.401331855
"969",7.054578338
"970",7.163837016
"971",9.533406605
"972",10.36950076
"973",9.746038308
"974",9.29049132
"975",10.73197142
"976",6.970006094
"977",7.246816803
"978",10.50421444
"979",9.611684235
"980",9.825595437
"981",10.26708881
"982",12.49843305
"983",10.45822039
"984",12.10771959
"985",8.797821798
"986",8.917559845
"987",5.773852834
"988",11.81043444
"989",12.49906143
"990",10.02781671
"991",8.923876478
"992",9.817750301
"993",9.094087961
"994",11.59776227
"995",9.877444943
"996",13.49956282
"997",10.24562639
"998",14.17905021
"999",10.46421729
"1000",6.788918111
"1001",8.020256021
"1002",6.088641133
"1003",11.18352577
"1004",12.98511046
"1005",7.815509045
"1006",9.120545237
"1007",7.573055662
"1008",10.31662404
"1009",9.842753915
"1010",8.776850429
"1011",7.165170074
"1012",11.01625755
"1013",6.55111764
"1014",11.90560604
"1015",7.716177968
"1016",9.06697552
"1017",8.964024854
"1018",8.31871426
"1019",10.58299023
"1020",8.713321466
"1021",8.11199706
"1022",12.25148562
"1023",8.562525134
"1024",9.483574514
"1025",9.870894523
"1026",9.861795295
"1027",5.736681516
"1028",9.990006959
"1029",11.37249585
"1030",11.98778357
"1031",10.38363019
"1032",7.18547402
"1033",10.44493234
"1034",8.976790043
"1035",7.217084734
"1036",10.61755981
"1037",7.401764947
"1038",12.32188318
"1039",10.50471816
"1040",8.449110365
"1041",9.683724305
"1042",8.614998783
"1043",15.12106689
"1044",8.409569879
"1045",8.640412352
"1046",9.043578488
"1047",9.339567163
"1048",9.925186512
"1049",7.91770823
"1050",8.971066649
"1051",11.71375614
"1052",9.666812154
"1053",5.930484318
"1054",11.59119977
"1055",6.332426684
"1056",7.871443135
"1057",3.872309414
"1058",8.198008853
"1059",7.327683842
"1060",8.728590609
"1061",10.3016507
"1062",7.656149094
"1063",10.45139831
"1064",11.77888915
"1065",8.215042154
"1066",12.55599674
"1067",11.38171191
"1068",10.25980156
"1069",11.30518043
"1070",9.606912584
"1071",7.372996146
"1072",7.945406759
"1073",10.03467613
"1074",7.777241889
"1075",9.107478129
"1076",11.24298461
"1077",10.26287575
"1078",10.07413454
"1079",12.30078935
"1080",9.057141482
"1081",12.85156777
"1082",11.3451845
"1083",9.676860763
"1084",7.669767084
"1085",10.9343861
"1086",12.11178318
"1087",6.447011779
"1088",10.77804218
"1089",6.339424965
"1090",8.468900224
"1091",5.522118334
"1092",9.344899458
"1093",8.360906467
"1094",10.71612873
"1095",8.065022737
"1096",10.65673434
"1097",6.050320904
"1098",6.431709311
"1099",8.864960074
"1100",12.09163334
"1101",7.202772294
"1102",9.653835228
"1103",13.13298788
"1104",7.800465603
"1105",7.060618461
"1106",9.242950531
"1107",11.88404898
"1108",9.772466529
"1109",7.434689376
"1110",9.84509519
"1111",9.896499778
"1112",11.34841827
"1113",8.345668558
"1114",7.645097605
"1115",10.70740266
"1116",12.59810872
"1117",10.01504868
"1118",12.94077847
"1119",11.86954718
"1120",9.558521137
"1121",11.81646159
"1122",7.569404133
"1123",4.887323406
"1124",9.747682024
"1125",6.757331465
"1126",8.171574725
"1127",11.30139405
"1128",10.10518189
"1129",13.6842176
"1130",9.818535325
"1131",9.065765299
"1132",7.787019712
"1133",10.76952539
"1134",8.003126062
"1135",9.239236285
"1136",8.279816973
"1137",7.223273934
"1138",10.49379258
"1139",7.084353066
"1140",7.853322317
"1141",8.226985626
"1142",9.0681851
"1143",10.65371247
"1144",7.326594413
"1145",7.055453882
"1146",6.997759815
"1147",10.35438481
"1148",9.860539833
"1149",9.644611002
"1150",10.03421134
"1151",8.583739095
"1152",9.52905133
"1153",15.89940722
"1154",11.4105552
"1155",8.796199296
"1156",8.524891159
"1157",7.599433688
"1158",10.16473478
"1159",8.182749727
"1160",8.264660882
"1161",4.876066864
"1162",9.640548711
"1163",8.050460788
"1164",8.01827219
"1165",9.031860186
"1166",9.146893069
"1167",5.806011944
"1168",10.88070809
"1169",7.732101915
"1170",12.64172109
"1171",10.05839005
"1172",12.30938176
"1173",9.775162582
"1174",7.872383717
"1175",10.39536348
"1176",7.32104814
"1177",7.608077328
"1178",11.73218678
"1179",10.57528877
"1180",10.1402494
"1181",9.17852212
"1182",7.747205486
"1183",9.41368826
"1184",12.99840852
"1185",9.180810109
"1186",11.95319019
"1187",6.095438586
"1188",9.463471717
"1189",9.729997187
"1190",6.558646025
"1191",10.11228951
"1192",9.559481856
"1193",10.59490299
"1194",8.487401759
"1195",7.41254761
"1196",10.34845355
"1197",10.21211541
"1198",9.175507625
"1199",11.2652823
"1200",8.783166448
"1201",9.846788298
"1202",14.17472779
"1203",8.61308917
"1204",9.121181286
"1205",7.775444425
"1206",7.908218679
"1207",6.690741513
"1208",11.38876148
"1209",5.541345828
"1210",9.353544377
"1211",11.08376932
"1212",9.648148135
"1213",10.90027657
"1214",11.83420109
"1215",8.226271326
"1216",9.807899816
"1217",7.677965549
"1218",12.86354986
"1219",10.25567059
"1220",9.469614566
"1221",9.876558697
"1222",11.39974876
"1223",7.43320785
"1224",8.039492608
"1225",10.53765804
"1226",10.5511726
"1227",7.091546392
"1228",8.541316003
"1229",8.975785814
"1230",5.61823001
"1231",8.972023038
"1232",9.560619528
"1233",9.289272311
"1234",9.112869473
"1235",10.06480849
"1236",10.19792878
"1237",7.544110031
"1238",8.15642162
"1239",4.801258863
"1240",9.526140547
"1241",11.02216077
"1242",10.11481653
"1243",8.323785697
"1244",11.95905941
"1245",8.197628048
"1246",13.1559943
"1247",8.273437431
"1248",6.958904906
"1249",10.56817721
"1250",7.566465142
"1251",6.495509122
"1252",8.389546031
"1253",11.61173058
"1254",9.832419251
"1255",8.234510624
"1256",8.572108667
"1257",9.574791748
"1258",9.254036411
"1259",8.615637625
"1260",12.51823943
"1261",12.73900854
"1262",12.80052645
"1263",12.06944657
"1264",13.0829691
"1265",4.071226186
"1266",11.41426901
"1267",10.80975562
"1268",11.31578944
"1269",7.389751064
"1270",9.030354754
"1271",10.28809016
"1272",8.705942205
"1273",9.139581731
"1274",9.339426304
"1275",7.179334178
"1276",6.007806294
"1277",6.280811972
"1278",5.44257935
"1279",7.765467886
"1280",7.078724523
"1281",8.690569854
"1282",8.394789388
"1283",9.890723779
"1284",6.032758323
"1285",5.973362774
"1286",8.358107994
"1287",13.60315924
"1288",5.988392611
"1289",8.655327815
"1290",10.20323816
"1291",8.010206859
"1292",9.815111303
"1293",8.731145624
"1294",8.441670185
"1295",12.14466774
"1296",8.325019524
"1297",9.538906431
"1298",5.822301145
"1299",11.08271131
"1300",12.75533927
"1301",12.12552591
"1302",9.522180661
"1303",8.068973358
"1304",11.06556769
"1305",8.738079005
"1306",11.99941833
"1307",7.693962813
"1308",9.73525519
"1309",9.081265937
"1310",8.616425229
"1311",6.357602277
"1312",11.50345077
"1313",11.02522743
"1314",12.87597477
"1315",9.576291732
"1316",9.613844303
"1317",6.807213242
"1318",8.542764224
"1319",10.68876983
"1320",7.175966027
"1321",9.846714756
"1322",5.49772806
"1323",8.52811466
"1324",10.8606793
"1325",8.670281246
"1326",5.99253104
"1327",10.66616625
"1328",4.951756072
"1329",6.943502691
"1330",14.1681842
"1331",12.31982266
"1332",8.589933164
"1333",10.16418418
"1334",9.468636244
"1335",8.125720627
"1336",7.72461855
"1337",9.367038347
"1338",8.722317057
"1339",11.78080464
"1340",10.04226625
"1341",8.012839292
"1342",6.384446049
"1343",9.611252204
"1344",9.543499179
"1345",9.159602547
"1346",9.815416988
"1347",10.11308375
"1348",10.15586652
"1349",7.806814929
"1350",7.755010365
"1351",9.327153847
"1352",12.89383141
"1353",10.54553263
"1354",7.649273227
"1355",7.896030934
"1356",9.710161639
"1357",10.88318202
"1358",7.782951585
"1359",7.855984079
"1360",9.868465445
"1361",13.79311857
"1362",6.923168397
"1363",8.056480401
"1364",10.28087436
"1365",7.026465585
"1366",10.71447493
"1367",9.287706042
"1368",8.702108916
"1369",10.89652097
"1370",9.888613487
"1371",10.53258818
"1372",10.17198912
"1373",10.67844056
"1374",9.068133993
"1375",8.523465004
"1376",12.78351765
"1377",8.552623217
"1378",10.40674115
"1379",8.270796725
"1380",11.42326942
"1381",10.54408301
"1382",6.078632211
"1383",7.65908745
"1384",8.414772413
"1385",12.04504706
"1386",10.66133952
"1387",9.025756149
"1388",6.649596375
"1389",11.13867727
"1390",8.339481793
"1391",9.113035229
"1392",11.63088119
"1393",10.27646247
"1394",5.215742621
"1395",10.4286338
"1396",11.5335386
"1397",12.99203103
"1398",9.652524402
"1399",9.84384028
"1400",6.632324819
"1401",11.7533987
"1402",8.237868003
"1403",12.49166588
"1404",11.44223677
"1405",7.922311937
"1406",9.447138817
"1407",9.629340353
"1408",13.7380516
"1409",10.93239695
"1410",10.60545603
"1411",8.920837966
"1412",7.864090958
"1413",9.325104878
"1414",8.653039667
"1415",8.789376913
"1416",11.81304977
"1417",12.95830385
"1418",8.057632003
"1419",5.329954975
"1420",8.475952491
"1421",12.93333438
"1422",5.128440795
"1423",11.28088513
"1424",7.273239677
"1425",10.69932159
"1426",9.07014967
"1427",7.989969312
"1428",7.181263309
"1429",9.723945474
"1430",11.79298624
"1431",12.02827138
"1432",9.060701485
"1433",10.12348663
"1434",7.854442002
"1435",6.981479325
"1436",9.473267002
"1437",11.13325199
"1438",9.345934559
"1439",6.46299499
"1440",11.82399025
"1441",10.57233419
"1442",10.07252628
"1443",6.574859719
"1444",10.32764191
"1445",12.58240951
"1446",10.3902227
"1447",5.392764459
"1448",11.53445786
"1449",7.01687375
"1450",12.07524345
"1451",10.323927
"1452",11.64719427
"1453",9.430524823
"1454",10.78192226
"1455",6.875641552
"1456",4.462086467
"1457",7.442766365
"1458",7.813744632
"1459",10.59245301
"1460",13.45670667
"1461",8.540154437
"1462",9.845521165
"1463",9.370771525
"1464",11.45103475
"1465",8.687590478
"1466",7.554915824
"1467",12.15754755
"1468",9.525216147
"1469",10.78544261
"1470",8.612716273
"1471",9.926370491
"1472",4.907702454
"1473",5.55980434
"1474",6.293265448
"1475",8.463587409
"1476",6.702868461
"1477",10.73063231
"1478",10.24858378
"1479",10.62753036
"1480",5.857214592
"1481",11.59573624
"1482",9.650813554
"1483",11.90677184
"1484",8.702606223
"1485",8.905487106
"1486",11.99810204
"1487",8.704470196
"1488",12.20724547
"1489",11.84768269
"1490",9.100197897
"1491",7.488359941
"1492",9.480722535
"1493",7.231975087
"1494",14.37390914
"1495",9.194766178
"1496",9.93440526
"1497",10.35182853
"1498",6.620664938
"1499",6.479849458
